list_id,host_id,host_name,neighborhood,room_type,price,min_nights,num_reviews,reviews_per_mon,last_review
251,303939,Lissette,Staten Island,Private room,37,2,147,1.44,6/10/2019
252,303939,Lissette,Staten Island,Private room,37,2,177,1.71,7/2/2019
253,306545,Olivia,Manhattan,Entire home,175,3,185,1.78,5/24/2019
254,306605,Daniel,Manhattan,Entire home,205,9,62,0.7,6/21/2019
255,306739,Maya,Brooklyn,Entire home,285,3,124,1.22,6/16/2019
256,308875,Scott,Brooklyn,Private room,59,2,181,1.77,6/23/2019
257,303939,Lissette,Staten Island,Private room,36,2,333,3.19,7/2/2019
258,307962,Dennis & Naoko,Queens,Entire home,99,5,441,4.5,6/24/2019
259,308652,Antonín,Brooklyn,Private room,39,1,45,0.46,5/16/2019
260,310458,Emily,Brooklyn,Private room,60,14,9,0.09,8/29/2016
261,295128,Carol Gloria,Bronx,Private room,90,2,,,
262,310670,Vie,Bronx,Entire home,105,2,38,0.5,6/27/2019
263,170510,Renée,Brooklyn,Entire home,135,2,248,2.39,6/25/2019
264,306545,Olivia,Manhattan,Entire home,390,5,143,1.38,6/19/2019
265,311286,Helene,Brooklyn,Private room,70,3,36,0.41,8/19/2018
266,312288,Paula,Manhattan,Private room,75,7,,,
267,312722,Kristian & Di,Brooklyn,Private room,60,17,14,0.14,1/7/2019
268,146944,David,Manhattan,Entire home,200,3,,,
269,313317,Niya,Brooklyn,Private room,100,3,279,2.69,6/24/2019
270,311286,Helene,Brooklyn,Private room,70,4,18,0.22,1/2/2019
271,314256,Debbie,Brooklyn,Private room,110,6,50,3.55,5/26/2019
272,314582,Anthony,Brooklyn,Private room,60,2,227,2.27,6/27/2019
273,7310,Tilly,Manhattan,Entire home,90,14,1,0.16,1/2/2019
274,46978,Edward,Manhattan,Private room,68,2,203,1.96,6/23/2019
275,317809,Claire,Manhattan,Entire home,115,2,210,2.1,7/6/2019
276,319092,Juhli,Brooklyn,Private room,75,5,64,0.67,1/5/2019
277,320422,Marlon,Brooklyn,Private room,60,3,,,
278,320450,Mary D,Manhattan,Entire home,129,7,5,0.15,1/3/2019
279,320761,Valerie,Brooklyn,Entire home,130,10,49,0.48,6/29/2019
280,320538,Larissa,Brooklyn,Entire home,95,4,132,1.27,7/7/2019
281,321756,Eric,Manhattan,Private room,75,3,20,0.26,1/2/2019
282,321934,Jessica,Brooklyn,Entire home,175,2,11,0.11,5/2/2013
283,322884,Melissa,Brooklyn,Entire home,190,3,51,0.57,7/1/2019
284,322716,Alex,Brooklyn,Private room,49,21,15,0.15,6/30/2019
285,324460,Samir,Manhattan,Entire home,212,3,67,1.31,6/25/2019
286,314941,Tony,Manhattan,Private room,95,1,109,1.11,6/23/2019
287,325389,Luis Fernando,Brooklyn,Entire home,140,2,9,0.11,2/16/2019
288,136227,Henning,Manhattan,Entire home,135,6,187,1.87,6/23/2019
289,327673,Stefano,Brooklyn,Entire home,150,2,214,2.08,6/23/2019
290,329436,Jana,Brooklyn,Entire home,190,3,69,0.79,7/1/2019
291,101597,Per,Manhattan,Entire home,124,28,22,0.26,6/15/2019
292,330347,Adrienne,Brooklyn,Entire home,135,30,56,0.56,5/6/2019
293,332189,Elise,Manhattan,Private room,122,3,93,0.93,6/22/2019
294,323517,Deda,Manhattan,Private room,109,1,104,1.05,6/25/2019
295,338454,Share,Manhattan,Private room,85,30,64,0.68,7/6/2018
296,240427,Naimah,Brooklyn,Entire home,145,3,127,1.25,6/24/2019
297,342054,Violetta,Manhattan,Entire home,195,11,30,0.32,6/13/2019
298,282655,Jenna,Brooklyn,Entire home,250,2,106,1.34,6/27/2019
299,343250,Jason,Brooklyn,Private room,125,3,6,0.1,11/13/2016
300,281229,Alicia,Manhattan,Entire home,575,2,191,1.88,6/20/2019
301,352168,Silvia,Manhattan,Entire home,150,30,48,0.55,6/11/2019
302,155689,Joab,Brooklyn,Private room,70,5,47,0.49,6/29/2019
303,353965,Mary And Geoff,Manhattan,Private room,90,2,120,1.27,6/30/2019
304,354330,Eyal,Manhattan,Private room,65,3,52,0.63,1/10/2019
305,72062,Bruce,Manhattan,Entire home,500,2,48,0.48,6/16/2019
306,361855,Kurt,Manhattan,Entire home,250,3,32,0.43,5/24/2019
307,363834,Jennifer,Manhattan,Entire home,125,25,43,0.42,6/17/2019
308,364955,Ruperto,Manhattan,Entire home,200,30,39,0.44,6/25/2019
309,365153,Ben,Brooklyn,Entire home,229,1,50,0.5,5/13/2014
310,369015,Thai,Bronx,Entire home,90,30,4,0.35,1/2/2019
311,373085,Hudson,Manhattan,Entire home,110,13,38,0.39,2/15/2019
312,340692,Vanessa,Brooklyn,Private room,59,3,29,0.36,6/16/2019
313,211877,Daniel,Brooklyn,Entire home,195,4,59,0.6,6/23/2019
314,389924,Patty,Brooklyn,Entire home,169,1,68,0.67,6/7/2019
315,331328,Amir,Manhattan,Entire home,113,14,26,0.27,11/25/2015
316,391325,G & S,Manhattan,Entire home,250,14,31,0.31,8/22/2012
317,265109,Nazleen,Queens,Entire home,115,2,198,2.01,5/31/2019
318,394752,Allison,Brooklyn,Private room,55,2,1,0.01,3/28/2011
319,308875,Scott,Brooklyn,Private room,69,2,220,2.17,6/22/2019
320,401696,Patricia,Manhattan,Entire home,150,3,286,2.81,6/27/2019
321,118971,Evelyn,Brooklyn,Entire home,169,2,398,3.97,6/28/2019
322,417504,The Box House Hotel,Brooklyn,Private room,179,3,36,0.36,7/1/2019
323,134355,Moss Owen,Manhattan,Private room,150,3,36,0.36,6/14/2019
324,422561,Nancy,Brooklyn,Entire home,135,4,6,0.1,2/5/2016
325,425506,Bliss,Brooklyn,Entire home,350,6,14,0.3,4/20/2019
326,430188,Pam,Brooklyn,Private room,120,14,76,0.76,3/31/2019
327,434987,Jennifer,Manhattan,Private room,71,2,182,1.81,7/4/2019
328,417504,The Box House Hotel,Brooklyn,Private room,349,3,8,0.09,3/27/2016
329,417504,The Box House Hotel,Brooklyn,Private room,349,3,7,0.07,5/24/2019
330,438133,Ellis,Brooklyn,Entire home,165,30,34,0.51,9/25/2018
331,417504,The Box House Hotel,Brooklyn,Private room,249,3,2,0.02,5/12/2011
332,448312,Christopher,Brooklyn,Private room,100,3,66,0.68,9/16/2016
333,448312,Christopher,Brooklyn,Entire home,200,3,80,0.85,6/30/2019
334,449787,Sarah,Manhattan,Entire home,169,4,240,2.4,6/6/2019
335,451545,Ruthven,Brooklyn,Entire home,185,3,46,1.07,7/2/2019
336,453519,Julian,Brooklyn,Entire home,65,2,228,2.27,6/10/2019
337,454756,Leslie,Brooklyn,Entire home,130,35,5,0.05,9/3/2018
338,456638,Sophie,Brooklyn,Entire home,199,30,8,0.11,8/26/2018
339,410094,Yvette,Manhattan,Entire home,225,2,33,0.33,1/2/2019
340,417504,The Box House Hotel,Brooklyn,Private room,179,3,13,0.14,6/27/2019
341,459054,Famous,Brooklyn,Entire home,150,5,5,0.05,7/22/2018
342,462776,Kyle,Manhattan,Entire home,139,1,388,3.88,6/26/2019
343,464506,Ange,Manhattan,Private room,95,3,223,2.22,6/23/2019
344,322716,Alex,Brooklyn,Entire home,79,15,11,0.11,1/14/2019
345,327900,T,Manhattan,Entire home,150,2,151,1.51,6/24/2019
346,116599,Sahr,Brooklyn,Entire home,650,5,,,
347,209460,Marylyn,Brooklyn,Entire home,90,3,218,2.26,6/28/2019
348,25183,Nathalie,Brooklyn,Entire home,120,2,75,0.76,6/23/2019
349,35375,Savannah,Queens,Private room,80,1,42,1.21,7/6/2019
350,503800,Sadatu,Brooklyn,Entire home,100,90,,,
351,478395,Jason,Brooklyn,Entire home,175,2,370,3.74,7/5/2019
352,473113,Keishera,Brooklyn,Entire home,120,5,104,1.04,6/21/2019
353,509341,Tessa,Brooklyn,Entire home,140,7,13,0.13,7/18/2016
354,509918,Eduardo,Brooklyn,Entire home,200,5,4,0.07,12/26/2018
355,116599,Sahr,Brooklyn,Private room,165,4,11,0.11,6/7/2019
356,31374,Shon,Manhattan,Entire home,125,4,1,0.01,1/3/2012
357,520279,Peter Michael,Manhattan,Entire home,130,30,19,0.19,6/11/2018
358,522065,Liz And Melissa,Manhattan,Shared room,65,7,131,1.31,5/26/2019
359,522164,Wanda,Brooklyn,Entire home,123,30,15,0.15,5/1/2019
360,523218,Giorgio,Manhattan,Private room,67,2,136,1.37,6/17/2019
361,526653,,Queens,Private room,50,1,43,0.45,7/8/2019
362,526805,Mi,Brooklyn,Entire home,130,7,98,0.99,6/28/2019
363,530032,Lee And Tara,Brooklyn,Private room,100,3,31,0.31,3/1/2019
364,178043,Chas,Manhattan,Entire home,212,21,45,0.46,1/1/2018
365,465278,Ade,Brooklyn,Entire home,190,3,124,1.76,6/26/2019
366,417504,The Box House Hotel,Brooklyn,Private room,599,3,9,0.09,5/19/2018
367,251176,Jason,Manhattan,Entire home,249,5,166,1.68,5/27/2019
368,547386,Michelle,Queens,Private room,70,27,13,0.13,9/21/2015
369,322716,Alex,Brooklyn,Entire home,100,30,15,0.16,1/5/2019
370,551055,Alicia,Manhattan,Private room,60,3,380,3.83,6/26/2019
371,552679,Olivia,Brooklyn,Entire home,135,2,86,0.87,6/16/2019
372,306739,Maya,Brooklyn,Entire home,175,3,248,2.53,6/20/2019
373,3088389,Kai,Manhattan,Entire home,120,5,49,0.56,6/19/2019
374,568568,Driss,Manhattan,Entire home,169,18,54,0.57,7/3/2019
375,572527,Marine,Brooklyn,Entire home,165,7,3,0.03,1/1/2013
376,573316,Kelli,Manhattan,Private room,90,1,1,0.02,1/2/2016
377,571952,Olivia,Manhattan,Entire home,225,2,56,0.57,12/28/2018
378,181376,Carol,Brooklyn,Private room,95,2,163,1.66,5/24/2019
379,314582,Anthony,Brooklyn,Private room,55,2,247,2.51,6/21/2019
380,275582,Natalia,Manhattan,Private room,85,10,116,1.17,5/11/2019
381,579495,Susi,Brooklyn,Entire home,199,14,27,0.28,5/19/2019
382,314941,Tony,Manhattan,Entire home,211,1,52,0.6,6/8/2019
383,582598,Andrey,Manhattan,Entire home,145,6,39,0.4,9/24/2018
384,567187,Jane,Manhattan,Private room,65,14,35,0.35,6/1/2019
385,127772,Will,Manhattan,Entire home,99,1,320,3.23,6/23/2019
386,585166,Lilly,Queens,Entire home,110,4,30,0.32,6/16/2019
387,209460,Marylyn,Brooklyn,Entire home,80,3,225,2.27,6/24/2019
388,593115,LuLu,Brooklyn,Entire home,150,30,95,0.96,5/26/2018
389,2248897,Roberta,Brooklyn,Entire home,110,4,70,0.75,6/28/2019
390,585458,Paul,Manhattan,Private room,290,2,35,0.36,1/3/2019
391,599354,Bobby,Manhattan,Private room,87,2,,,
392,138069,Itamar,Brooklyn,Entire home,190,4,50,0.51,7/2/2019
393,262812,Vikram,Brooklyn,Entire home,200,2,29,0.31,6/23/2019
394,611716,Elizabeth,Brooklyn,Entire home,165,2,23,0.23,5/2/2016
395,617990,Christopher,Manhattan,Entire home,110,2,142,1.44,6/16/2019
396,622460,Justin,Manhattan,Entire home,395,2,70,0.73,7/1/2019
397,622855,Rodney,Brooklyn,Private room,99,2,38,0.54,6/3/2019
398,308652,Antonín,Brooklyn,Private room,39,1,82,0.94,5/19/2019
399,627217,Seith,Manhattan,Entire home,189,2,403,4.1,7/7/2019
400,620288,Eric,Manhattan,Private room,85,1,3,0.03,11/6/2014
401,23276,Katharine,Brooklyn,Entire home,260,30,3,0.03,8/4/2014
402,256161,Wayne,Manhattan,Entire home,122,1,116,1.18,6/13/2019
403,275563,Lauren,Brooklyn,Entire home,165,2,175,1.79,7/7/2019
404,85330,Jean,Queens,Entire home,97,3,28,1.21,7/1/2019
405,651390,Catherine,Manhattan,Entire home,170,4,24,0.25,12/26/2017
406,507186,Holly,Brooklyn,Entire home,125,2,15,0.15,6/6/2016
407,653405,Tracy,Manhattan,Private room,130,4,105,1.07,6/6/2019
408,652842,Giovanni,Brooklyn,Entire home,225,10,22,0.38,5/30/2019
409,663764,Karen,Brooklyn,Private room,50,2,263,2.69,6/24/2019
410,663879,Christopher,Brooklyn,Entire home,170,3,86,0.91,6/20/2019
411,665013,Jeff,Manhattan,Entire home,132,4,10,0.1,1/1/2017
412,663384,Irena,Brooklyn,Entire home,250,7,18,0.21,5/27/2019
413,674970,Michael,Brooklyn,Entire home,141,5,8,0.21,7/8/2018
414,680818,Jessica,Brooklyn,Entire home,64,20,70,0.73,1/31/2019
415,622866,Daniel,Brooklyn,Entire home,249,3,150,1.55,7/5/2019
416,683975,Ivy,Brooklyn,Private room,79,2,115,1.18,5/25/2017
417,686147,Dave,Manhattan,Entire home,185,2,69,0.71,5/26/2019
418,686768,Mark,Brooklyn,Entire home,120,3,232,2.41,6/22/2019
419,687361,Orna,Brooklyn,Entire home,495,1,35,0.41,1/13/2018
420,689661,Allison,Manhattan,Entire home,375,3,18,0.21,10/1/2013
421,630453,Vanessa,Manhattan,Entire home,175,3,68,0.69,6/10/2019
422,277747,Josh,Manhattan,Entire home,150,4,22,0.23,11/10/2014
423,616825,Rinaldo,Manhattan,Entire home,259,8,17,0.17,5/18/2019
424,299755,Jonathan,Manhattan,Private room,96,1,34,0.58,1/5/2016
425,404424,Oliver,Brooklyn,Entire home,145,7,8,0.08,6/6/2014
426,703156,Kristin,Manhattan,Entire home,200,4,,,
427,706418,Carolyn,Manhattan,Entire home,95,5,2,0.08,7/6/2018
428,709434,Meighan,Brooklyn,Entire home,250,4,52,0.72,4/27/2019
429,709334,Julie,Manhattan,Entire home,295,2,74,0.76,6/16/2019
430,715807,John,Manhattan,Entire home,175,3,18,0.19,5/31/2013
431,716064,Mihalis,Brooklyn,Entire home,451,2,72,0.86,5/11/2019
432,718349,B.,Manhattan,Entire home,165,2,191,2.18,6/29/2019
433,720320,Nancy,Manhattan,Entire home,250,4,,,
434,716306,"Dee, Dre & Mama Shelley",Bronx,Entire home,77,1,197,2.49,6/23/2019
435,726333,Peter,Manhattan,Entire home,250,4,19,0.2,7/6/2019
436,722320,Gladys & Bob,Queens,Entire home,129,1,414,4.34,7/3/2019
437,216191,M,Brooklyn,Private room,98,2,8,0.09,12/11/2018
438,731855,Wendy,Brooklyn,Entire home,150,2,,,
439,731904,Ewelina,Manhattan,Private room,95,7,25,0.3,2/12/2019
440,256161,Wayne,Manhattan,Private room,55,3,119,1.22,5/28/2019
441,732535,William,Manhattan,Entire home,300,2,203,2.14,7/6/2019
442,733894,Lucy,Queens,Private room,42,40,53,0.55,11/16/2018
443,737585,Pat,Brooklyn,Entire home,125,2,104,1.09,6/16/2019
444,739499,Donna,Manhattan,Private room,175,3,175,1.8,6/28/2019
445,745069,Kimberly,Manhattan,Private room,75,3,38,0.42,5/8/2018
446,656841,Meredith,Brooklyn,Entire home,255,45,39,0.5,5/2/2019
447,757166,Tokunbo,Brooklyn,Entire home,72,31,88,0.91,6/16/2019
448,758441,Fred,Brooklyn,Private room,165,1,27,0.28,10/8/2017
449,573065,Laura,Brooklyn,Entire home,165,5,117,1.28,6/29/2019
450,759583,Pepe,Brooklyn,Private room,75,3,43,0.44,5/20/2019
451,762563,Lennny & Megan,Brooklyn,Entire home,130,5,4,0.05,3/13/2015
452,465589,Amia,Brooklyn,Entire home,139,2,385,4,6/29/2019
453,54275,JT And Tiziana,Brooklyn,Private room,88,1,64,0.68,7/1/2019
454,54275,JT And Tiziana,Brooklyn,Private room,80,1,39,0.41,6/24/2019
455,759883,Kaye,Manhattan,Private room,150,2,37,1.79,7/3/2019
456,769247,Ligia,Manhattan,Entire home,200,3,10,0.12,1/1/2019
457,770831,James,Manhattan,Entire home,200,2,103,1.08,6/24/2019
458,733894,Lucy,Queens,Private room,42,40,41,0.43,6/1/2019
459,772300,Alain,Brooklyn,Private room,90,6,3,0.03,8/31/2014
460,1856604,"Robert ""Bob""",Manhattan,Entire home,295,3,227,2.33,6/26/2019
461,776490,Andres,Brooklyn,Entire home,450,5,37,0.79,12/27/2018
462,776645,Placid,Brooklyn,Entire home,130,2,29,0.35,6/28/2019
463,242506,Jsun,Brooklyn,Private room,89,3,205,2.31,12/31/2017
464,781647,Jorin,Manhattan,Entire home,198,5,42,0.44,6/3/2019
465,627217,Seith,Manhattan,Entire home,99,2,280,2.92,7/5/2019
466,32169,Andrea,Brooklyn,Private room,46,4,86,0.89,6/8/2019
467,69439,Jade,Manhattan,Private room,140,2,54,0.56,6/16/2019
468,787273,Smadar,Brooklyn,Entire home,500,7,7,0.07,8/29/2018
469,867225,Rahul,Manhattan,Private room,75,5,57,0.59,1/1/2019
470,733894,Lucy,Queens,Private room,33,44,31,0.32,5/1/2019
471,791287,Giancarlo,Manhattan,Entire home,250,31,188,1.94,8/23/2018
472,792159,Wanda,Brooklyn,Private room,60,3,480,6.7,7/7/2019
473,793620,Yvette,Manhattan,Private room,75,2,34,0.35,6/15/2019
474,795640,Jilly,Brooklyn,Entire home,350,5,6,0.06,8/8/2015
475,306605,Daniel,Manhattan,Entire home,205,9,3,0.04,5/13/2018
476,795889,Adam,Brooklyn,Entire home,219,5,2,0.03,8/31/2014
477,22486,Lisel,Brooklyn,Private room,60,1,20,0.21,8/24/2018
478,789257,Barbara,Manhattan,Entire home,185,2,129,1.33,6/7/2019
479,800982,Chris,Manhattan,Entire home,190,3,147,1.6,6/30/2019
480,720558,Sara,Brooklyn,Entire home,105,28,101,1.06,7/1/2019
481,803086,Benton,Manhattan,Entire home,250,2,11,0.12,1/2/2016
482,747698,Linda & Chris,Manhattan,Entire home,175,65,11,0.12,10/15/2013
483,805344,Alec,Manhattan,Private room,65,2,41,0.43,6/16/2019
484,806112,Julia,Brooklyn,Entire home,75,2,87,1.09,4/18/2017
485,806214,Vanessa,Bronx,Private room,37,4,117,1.21,5/21/2019
486,806774,Ali & SweetPea,Brooklyn,Entire home,85,2,86,0.89,5/16/2019
487,807642,Jeffrey,Brooklyn,Entire home,106,7,,,
488,812814,Lena,Manhattan,Entire home,79,2,15,0.16,2/15/2016
489,67778,Doug,Brooklyn,Private room,85,2,35,0.55,7/2/2019
490,803086,Benton,Manhattan,Private room,170,2,17,0.18,10/1/2015
491,302772,Cheryl,Manhattan,Private room,115,3,3,0.04,2/15/2016
492,781647,Jorin,Manhattan,Private room,89,5,43,0.47,1/3/2018
493,826192,Lewis,Manhattan,Shared room,49,3,168,4.6,7/6/2019
494,826459,Jane,Brooklyn,Private room,91,3,241,2.49,6/24/2019
495,829652,Donna,Manhattan,Entire home,400,2,105,1.13,6/23/2019
496,833926,Kris,Brooklyn,Entire home,150,2,11,0.46,10/28/2018
497,836168,Henry,Manhattan,Entire home,2000,30,30,0.33,5/5/2018
498,842125,Jennifer,Brooklyn,Entire home,97,3,31,0.32,10/23/2018
499,844862,Cj,Manhattan,Private room,100,4,49,0.51,5/7/2019
500,846309,Dani,Brooklyn,Entire home,179,4,23,0.24,4/13/2019
